{0000}	                     INN[6]
{1476}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1477}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1478}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1479}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1480}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1481}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1482}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1483}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1484}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1485}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1486}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1487}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1488}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1489}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1490}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1491}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1492}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1493}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1494}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1495}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1496}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1497}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1498}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1499}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1500}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1501}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1502}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1503}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1504}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1505}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1506}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1507}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1508}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1509}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1510}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1511}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1512}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1513}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1514}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1515}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1516}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1517}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1518}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1519}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1520}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1521}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1522}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1523}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1524}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1525}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1526}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1527}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1528}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1529}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1530}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1531}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1532}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1533}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1534}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1535}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1536}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1537}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1538}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1539}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1540}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1541}	 [7]  Next Page[1] [7]  Mallow joins party[1] [7]  Geno joins party[0]
{1542}	 [7]  Next Page[1] [7]  Princess joins party[1] [7]  Bowser joins party[0]
{1543}	 [7]  Next Page[1] [7]  Member 1 will drop out[1] [7]  Member 2 will drop out[0]
{1544}	 [7]  Next Page[1] [7]  Save[1] [7]  Oops, talked to him![0]
{1545}	 [7]  Next Page[1] [7]  Save[1] [7]  Oops, talked to him![0]
{1546}	 [7]  Next Page[1] [7]  Save[1] [7]  Oops, talked to him![0]
{1547}	 [7]  Next Page[1] [7]  Save[1] [7]  Oops, talked to him![0]
{1548}	 [7]  Next Page[1] [7]  Save[1] [7]  Oops, talked to him![0]
{1549}	 [7]  Next Page[1] [7]  World Map “ON”[1] [7]  World Map “OFF”[0]
{1550}	 [7]  End[1] [7]  Star Menu Test[1] [7]  Ending[0]
{1551}	    The World Map[1]   Talk to the person of the place[1]           you wish to go to.[0]
{1552}	    The World Map[1]   Talk to the person of the place[1]           you wish to go to.[0]
{1553}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1554}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1555}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1556}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1557}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1558}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1559}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1560}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1561}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1562}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1563}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1564}	Select your destination point[1] [7]  I'll go to Barrel Volcano[1] [7]  Forget it[0]
{1565}	Select your destination point[1] [7]  I'll go to Land's End[1] [7]  Forget it[0]
{1566}	Select your destination point[1] [7]  I'll go to Land's End[1] [7]  Forget it[0]
{1567}	Select your destination point[1] [7]  I'll go to Monstro Town[1] [7]  Forget it[0]
{1568}	Select your destination point[1] [7]  I'll go to Monstro Town[1] [7]  Forget it[0]
{1569}	Select your destination point[1] [7]  I'll go to Monstro Town[1] [7]  Forget it[0]
{1570}	Select your destination point[1] [7]  I'll go to Monstro Town[1] [7]  Forget it[0]
{1571}	Select your destination point[1] [7]  I'll go to Monstro Town[1] [7]  Forget it[0]
{1572}	Select your destination point[1] [7]  I'll go to Bowser's Keep[1] [7]  Forget it[0]
{1573}	Select your destination point[1] [7]  I'll go to Bowser's Keep[1] [7]  Forget it[0]
{1574}	Select your destination point[1] [7]  I'll go to Bean Valley[1] [7]  Forget it[0]
{1575}	Select your destination point[1] [7]  I'll go to Bean Valley[1] [7]  Forget it[0]
{1576}	Select your destination point[1][7]  I'll go to Nimbus Land[1][7]  Forget it[0]
{1577}	Read directions on how to enter?[1] [7]  (Yes)[1] [7]  (I already know)[0]
{1578}	Read directions on how to enter?[1] [7]  (Yes)[1] [7]  (I already know)[0]
{1579}	Read directions on how to enter?[1] [7]  (Yes)[1] [7]  (I already know)[0]
{1580}	Read directions on how to enter?[1] [7]  (Yes)[1] [7]  (I already know)[0]
{1581}	Read directions on how to enter?[1] [7]  (Yes)[1] [7]  (I already know)[0]
{1582}	 Stand on the pipe and push “down”[1] on the control pad.[2] If you are pressing several buttons[1] at the same time, you will not be[1] able to enter. To reenter a pipe,[2] jump off once, and try again.[0]
{1583}	Stand on the pipe and push “down”.[0]
{1584}	MALLOW: This is the entrance.[2] Grandpa says to watch out for[1] “Belome,” whoever that is![3] It's probably a little dark[1] down there, so keep alert![0]
{1585}	     The water has been drained.[0]
{1586}	          Got a “[26]”![0]
{1587}	MALLOW: Now THAT's what I call[1] a door! I wonder how ya open it?[0]
{1588}	MALLOW: T...this must be...[1] ... BELOME![3] Is that a fire hose or his tongue?![0]
{1589}	BELOME: Moh, ho, ho...![2] Ack! It's a snack attack![1] And YOU'RE it![0]
{1590}	MALLOW: Mario! Hold on a sec![0]
{1591}	MALLOW: I'm not waiting here[1] alone. If you go outside,[1] I GO outside.[0]
{1592}	MALLOW: Belome must have been[1] lying when he said water would[1] come gushing out of here...[0]
{1593}	MALLOW: Er, Mario...do you[1] hear something?[1] ...Or is it just me?[0]
{1594}	MALLOW: WATER!![2] Here it comes!!![1] Quick, Mario! Hit the button[1] before we're washed away!![0]
{1595}	 You can't jump on or off when[1] the block is blue.[3] Try jumping when the block[1] turns yellow.[0]
{1596}	 You can't jump on or off when[1] the block is blue.[3] Try jumping when the block[1] turns yellow.[0]
{1597}	 You can't jump on or off when[1] the block is blue.[3] Try jumping when the block[1] turns yellow.[0]
{1598}	 You can't jump on or off when[1] the block is blue.[3] Try jumping when the block[1] turns yellow.[0]
{1599}	 You can't jump on or off when[1] the block is blue.[3] Try jumping when the block[1] turns yellow.[0]
{1600}	BOWSER:[1]    All right people! Form ranks![6]
{1601}	[3] Attention, Shelled warriors![6]
{1602}	[2] ...Hooded sorcerers...[6]
{1603}	[2] ...And last, but not least,[1] groundling Goombas![6]
{1604}	[3] This is our finest moment![1] The Koopa Troop is invincible![1] We shall be victorious![1][6]
{1605}	 The bridge is down, but we'll[1] find a way to get back in![1] Move out, on the double![0]
{1606}	MALLOW: Bowser and his[1] troops must be on their way to[1] Bowser's Keep.[3] Come on! Rose Town is[1] just up ahead.[0]
{1607}	 What's that?[1] You wanna hear the[1] Moleville blues?[3][1]             Well...all right![3][6]
{1608}	[1]    Diggin' deep in the “MI”nes~[2][6]
{1609}	       “DO”n't get much sun!~[3][6]
{1610}	[1]       I'm covered with “SO”il~[2][6]
{1611}	     'till my workday is “DO”ne~[3][6]
{1612}	[1]        I “RE”ally hate sittin'~[2][6]
{1613}	        It's “LA”bor I choose~[3][6]
{1614}	[1]      'cause then's the “TI”me~[2][6]
{1615}	 To “DO” them old Moleville blues!~[0]
{1616}	MA'MOLE: Oh dear![1] I sure hope the kids are OK...[0]
{1617}	 “I know how you're feelin'[1] but mopin' 'round here ain't[1] gonna help a thing!”[0]
{1618}	 That's what I TOLD her, but[1] I don't know if I'd be feelin'[1] any different if I was her![0]
{1619}	 We're gettin' nowhere FAST![1] We'll never reach the kids at[1] this rate![0]
{1620}	 See that up there?[1] That's the old entrance[1] to the mines...[0]
{1621}	 ...But we can't reach it[1] anymore![0]
{1622}	 If only that fellow...uh...[2] Mario were here! He could reach[1] that in a heart beat![0]
{1623}	[1]  Wha..?! Well speak o' the devil![0]
{1624}	 Well, I'll be a Goomba's uncle!![1] If it ain't HIM in the flesh![1] Mario, you're a life saver![0]
{1625}	Mario, have you heard the news?[1] [7]  (Sure have)[1] [7]  (News? What news?)[0]
{1626}	 Well, Dyna took her l'il brother[1] into the mines so they could[1] play...[3] And then, a HUGE star crashed[1] into the mountain causing a big[1] cave in! Now they're trapped[2] inside.[0]
{1627}	 And now, their daddy, who went[1] lookin' for 'em, is trapped, too![0]
{1628}	 Mario, will you help rescue them?[1] [7]  (Of course)[1] [7]  (No)[0]
{1629}	 Don't flake out on us, Mario![1] Please, we're beggin' ya.[0]
{1630}	 Thanks, Mario![1] Well, there's the entrance[1] up there![0]
{1631}	[1]   Here, hop up on our shoulders![0]
{1632}	PA'MOLE: Mario! You've come to[1] save us? One problem, though.[1] This is a dead end...[3] We'd need a bomb to blast[1] through here...[1] Think you could find one?[0]
{1633}	PA'MOLE: We REALLY need to find[1] a bomb![3] I looked, but they're all missing[1] from the store room.[1] You think someone stole 'em?[0]
{1634}	PA'MOLE: Seems like you found[1] something mighty useful![3] My kids, Dyna & Mite are trapped[1] back there. Let's blast through[1] and find 'em![0]
{1635}	PA'MOLE: You found a bomb![1] Now we'll bust through in no time![0]
{1636}	PA'MOLE: All rightee![1] Stand back![2] Close your eyes...[0]
{1637}	PA'MOLE: Let's follow the tracks[1] to the end.[3] What? The star?[1] It's probably in the back.[1] Thanks a million, Mario![3] [1]         Let's mosey along now.[0]
{1638}	PA'MOLE: I just can't go any[1] further. Please...[1] ...Go find Dyna & little Mite![0]
{1639}	PA'MOLE: Gwo ho![1] Thanks, Mario![2] Now, stand back and let me[1] get things going...[0]
{1640}	CROCO: Coins...Beautiful COINS![1] Grab the COINS![0]
{1641}	CROCO: Listen up! Let's leave dis[1] half-wit Mario here and SPLIT![1] Anyone got a beef wit' that?![0]
{1642}	       OH OH!  He took the coins![1]             Chase Croco and[1]          get those coins back![0]
{1643}	CROCO: Hoo boy! Looks like a[1] dead end, here.[1] But not to worry...[3] Heh, heh...I've got a bomb...![1] Never leave home without 'em.[0]
{1644}	FLUNKIE: (Sob, sob...)[1] Just...you wait...we'll[1] getcha for this![3] Maybe not today, maybe not[1] tomorrow, but someday...[0]
{1645}	   He didn't have the coins on him,[1]   but he dropped a “[26]”![0]
{1646}	PA'MOLE: Hey, hey! It's not time[1] to be goofing off now. Do that[1] AFTER you find Dyna & Mite.[0]
{1647}	     Got the coins back!  AND...[1]     ...Picked up a BOMB, too![0]
{1648}	DYNA: Help me, here![1] Give the mine car a push![0]
{1649}	DYNA: Yeah! A mine car ride![1] Yippie! This is gonna be FUN![0]
{1650}	 Care to read the warning?[1] [7]  (Of course)[1] [7]  (Forget it)[0]
{1651}	[1]           Mine Car Guidelines[3] Press A or Y to brake[1] Press B to jump[1] Get mushrooms & press X [2] to accelerate[3][1]    Moleville Safety Board (MSB)[0]
{1652}	PA'MOLE: Mario, I owe you one for[1] savin' my kids.[0]
{1653}	 WHAT?! NO BOMB?![1] This can't BE!![1] It should be around somewhere![2] Maybe someone stole it![0]
{1654}	[1] Come on, come on, outta the way![0]
{1655}	DYNA: Urgh...![1] This...won't...budge...arghhh![1] I hate this stupid thing![0]
{1656}	DRY BONES: I know! You probably[1] said to yourself, “It's just[1] a pile of dusty old bones!”[2] ...THINK AGAIN![0]
{1657}	     This is a 3-Dimensional Maze.[2]          Press X if you give up.[0]
{1658}	 Do you wish to give up?[1] [7]  (I'll try a little more)[1] [7]  (I GIVE UP!)[0]
{1659}	 To pass through here, hit those[1] 6 boxes and enter the password.[0]
{1660}	 Good job...I'll let you through...[1] If you can get past ME, first,[1] that is.[0]
{1661}	 Hey! Have you heard?[3] There's a rare item[1] hidden in the mines![3] If I find it, I'm gonna sell it to[1] someone in town![2] I'm in it for the money![0]
{1662}	 Hey! Have you heard?[3] There's a rare item[1] hidden in the mines![3] If I find it, I'm gonna sell it to[1] someone in town![2] I'm in it for the money![0]
{1663}	 Hey! Have you heard?[3] There's a rare item[1] hidden in the mines![3] If I find it, I'm gonna sell it to[1] someone in town![2] I'm in it for the money![0]
{1664}	        Memo left by Magellean:[1][1]      There is an “s” in the word.[0]
{1665}	        Memo left by Magellean:[1][1] It is found on the bed of the ocean.[0]
{1666}	         Memo left by DeGama:[1][1]          It has two vowels.[0]
{1667}	         Memo left by DeGama:[1][1]        It has four consonants.[0]
{1668}	       Memo left by Van Doren:[1]               At least...[1]  two consonants are side by side.[0]
{1669}	       Memo left by Van Doren:[1][1]    The “r” comes before the “l”.[0]
{1670}	 There's a page from the travel log.[1] [7]  (Let's take a look at it)[1] [7]  (Looks boring)[0]
{1671}	 There's a page from the travel log.[1] [7]  (Let's take a look at it)[1] [7]  (Looks boring)[0]
{1672}	 There's a page from the travel log.[1] [7]  (Let's take a look at it)[1] [7]  (Looks boring)[0]
{1673}	 We're done for...A giant squid[1] just got a hold of us. This ship's[1] going down fast...[0]
{1674}	 We've managed to trap the giant[1] squid in the treasure cellar.[3] The treasure will sink with the[1] ship, but...so it goes![0]
{1675}	 The door to the cellar is locked[1] with a password consisting of[1] 6 letters.[3] In order to proceed you'll have[1] to decipher the password using[1] the 6 hints...[0]
{1676}	 Uncover the secret of the 6 hints![1] Of course, since they're provided[1] by different people, they'll be[2] pretty tough to solve.[1] ...Maybe impossible.[0]
{1677}	 Been awhile since people came[1] 'round here.[0]
{1678}	 Been awhile since people came[1] 'round here.[0]
{1679}	 Been awhile since people came[1] 'round here.[0]
{1680}	 Been awhile since people came[1] 'round here.[0]
{1681}	 And what might you be looking for?[0]
{1682}	 Thank you. Drop by again.[0]
{1683}	 Since you shopped here, I'll tell[1] you something interesting.[3] The ship sank into the briney sea[1] because a giant squid attacked it.[3] Some people went in to survey it,[1] but they never came back.[0]
{1684}	[4] Oh...guess you're right. I'd[1] just be a burden on you fellas...[1][12][12] Well then, I'm countin' on ya[2] to find the kids, you hear?[0]
{1685}	 Well, thanks a lot, Mario![1] Guess I'll be goin' back to tell[1] Ma 'bout everythin'...[0]
{1686}	 Know what? Your password[1] is totally wrong![0]
{1687}	 Guess what? Your password[1] is CORRECT![0]
{1688}	 Once you've come up with the key[1] letters, speak in here.[0]
{1689}	 Hey! It's good to see you.[0]
{1690}	 I'll give you a hint.[1] The password's got something[1] to do with...the sea.[3] Even if you don't get through all 6[1] of the obstacles, you can try to[1] “deduce” your way through.[2] GOOD LUCK![0]
{1691}	 Know what? Looks like [28][0][1] of the key letters are correct.[0]
{1692}	PIRATE: HEY![1] How'd you get up here so fast?[0]
{1693}	 Well, your “luck” has run out![2] We don't take kindly to[1] strangers here![0]
{1694}	PIRATE: You're pretty tough, mate.[1] All right. I'll let you through to[1] Johnny's place.[0]
{1695}	PIRATE: That's AMAZING![1] No one's EVER whipped JOHNNY!![0]
{1696}	[4] Key letter1  <m> c  o  t  p[6]
{1697}	[4] Key letter1   m <c> o  t  p[6]
{1698}	[4] Key letter1   m  c <o> t  p[6]
{1699}	[4] Key letter1   m  c  o <t> p[6]
{1700}	[4] Key letter1   m  c  o  t <p>[6]
{1701}	m[6]
{1702}	c[6]
{1703}	o[6]
{1704}	t[6]
{1705}	p[6]
{1706}	Mario's password is....[1]<[6]
{1707}	 >[0]
{1708}	[4] Key letter2   <o> t  e  s  y[6]
{1709}	[4] Key letter2    o <t> e  s  y[6]
{1710}	[4] Key letter2    o  t <e> s  y[6]
{1711}	[4] Key letter2    o  t  e <s> y[6]
{1712}	[4] Key letter2    o  t  e  s <y>[6]
{1713}	o[6]
{1714}	t[6]
{1715}	e[6]
{1716}	s[6]
{1717}	y[6]
{1718}	[4] Key letter3    <a> r  e  t  s[6]
{1719}	[4] Key letter3    <a> r  e  t  s[6]
{1720}	[4] Key letter3    <a> r  e  t  s[6]
{1721}	[4] Key letter3     a <r> e  t  s[6]
{1722}	[4] Key letter3     a  r <e> t  s[6]
{1723}	[4] Key letter3     a  r  e <t> s[6]
{1724}	[4] Key letter3     a  r  e  t <s>[6]
{1725}	a[6]
{1726}	r[6]
{1727}	e[6]
{1728}	t[6]
{1729}	s[6]
{1730}	[4] Key letter4     <a> t  r  s  c[6]
{1731}	[4] Key letter4     <a> t  r  s  c[6]
{1732}	[4] Key letter4     <a> t  r  s  c[6]
{1733}	[4] Key letter4      a <t> r  s  c[6]
{1734}	[4] Key letter4      a  t <r> s  c[6]
